t,dr,fdr,cra,crb,pv,T,Vpz
1504008473.214897, 0.799, 0.799, 1.511, 1.502, 28, 17.375, 0.77666015625 
1504008474.134828, 0.722, 0.664, 1.605, 1.579, 88, 17.375, 0.812109375 
1504008475.054776, 0.854, 0.754, 1.502, 1.511, 77, 17.375, 0.7798828125 
1504008475.974824, 0.203, 0.735, 1.492, 1.473, 88, 17.375, 0.77021484375 
1504008476.894800, 0.915, 0.831, 1.576, 1.502, 17, 17.375, 0.7798828125 
1504008477.814984, 0.709, 0.780, 1.637, 1.560, 128, 17.375, 0.80244140625 
1504008478.734806, 0.812, 0.715, 1.502, 1.511, 88, 17.375, 0.7798828125 
1504008479.654762, 0.735, 0.777, 1.518, 1.502, 68, 17.375, 0.79921875 
1504008480.574819, 0.161, 0.699, 1.476, 1.473, 88, 17.375, 0.77021484375 
1504008481.494781, 0.780, 0.790, 1.534, 1.502, 97, 17.375, 0.80244140625 
1504008482.414826, 0.941, 0.751, 1.576, 1.544, 88, 17.375, 0.79921875 
1504008483.334765, 0.139, 0.802, 1.595, 1.511, 82, 17.375, 0.80244140625 
1504008484.254814, 0.915, 0.880, 1.473, 1.476, 88, 17.375, 0.812109375 
1504008485.174755, 0.893, 0.786, 1.476, 1.511, 100, 17.375, 0.812109375 
1504008486.094828, 0.873, 0.802, 1.595, 1.553, 88, 17.375, 0.82177734375 
1504008487.014821, 0.709, 0.777, 1.502, 1.502, 128, 17.375, 0.837890625 
1504008487.934849, 0.751, 0.838, 1.560, 1.540, 128, 17.375, 0.82177734375 
1504008488.854773, 0.838, 0.812, 1.489, 1.473, 88, 17.375, 0.812109375 
1504008489.774735, 0.709, 0.786, 1.502, 1.508, 86, 17.375, 0.82177734375 
1504008490.694819, 0.799, 0.664, 1.534, 1.511, 88, 17.375, 0.80244140625 
1504008491.614785, 0.802, 0.770, 1.544, 1.553, 63, 17.375, 0.812109375 
1504008492.534818, 0.664, 0.719, 1.576, 1.560, 88, 17.375, 0.8314453125 
1504008493.454773, 0.819, 0.780, 1.534, 1.492, 51, 17.375, 0.812109375 
1504008494.374807, 0.203, 0.193, 1.476, 1.473, 88, 17.375, 0.78955078125 
1504008495.294766, 0.645, 0.751, 1.511, 1.502, 93, 17.375, 0.80244140625 
1504008496.214877, 0.780, 0.780, 1.576, 1.576, 96, 17.375, 0.8185546875 
1504008497.135010, 0.883, 0.873, 1.518, 1.540, 7, 17.375, 0.8314453125 
1504008498.054907, 0.116, 0.751, 1.476, 1.457, 0, 17.375, 0.79921875 
1504008498.974775, 0.735, 0.738, 1.605, 1.595, 96, 17.375, 0.8314453125 
1504008499.894749, 0.935, 0.838, 1.518, 1.550, 83, 17.375, 0.82177734375 
1504008500.814802, 0.193, 0.728, 1.479, 1.508, 96, 17.375, 0.786328125 
1504008501.734794, 0.802, 0.851, 1.502, 1.502, 94, 17.375, 0.79921875 
1504008502.654833, 0.854, 0.693, 1.476, 1.470, 96, 17.375, 0.7798828125 
1504008503.574794, 0.812, 0.838, 1.553, 1.534, 18, 17.375, 0.786328125 
1504008504.494820, 0.058, 0.677, 1.489, 1.476, 96, 17.375, 0.78955078125 
1504008505.414816, 0.838, 0.799, 1.534, 1.553, 40, 17.375, 0.812109375 
1504008506.334827, 0.799, 0.770, 1.563, 1.553, 96, 17.375, 0.79921875 
1504008507.254801, 0.683, 0.812, 1.550, 1.560, 68, 17.375, 0.812109375 
1504008508.174850, 0.822, 0.790, 1.544, 1.553, 128, 17.375, 0.80244140625 
1504008509.094777, 0.915, 0.780, 1.492, 1.492, 96, 17.375, 0.80244140625 
1504008510.014789, 0.767, 0.819, 1.511, 1.492, 59, 17.375, 0.786328125 
1504008510.934836, 0.161, 0.667, 1.476, 1.470, 96, 17.375, 0.7798828125 
1504008511.854788, 0.819, 0.828, 1.547, 1.560, 54, 17.375, 0.82177734375 
1504008512.774822, 0.654, 0.677, 1.560, 1.511, 96, 17.375, 0.80244140625 
1504008513.694833, 0.915, 0.828, 1.544, 1.511, 49, 17.375, 0.79921875 
1504008514.614820, 0.780, 0.645, 1.576, 1.579, 96, 17.375, 0.82822265625 
1504008515.534775, 0.709, 0.773, 1.560, 1.553, 59, 17.375, 0.812109375 
1504008516.454847, 0.635, 0.719, 1.470, 1.470, 96, 17.375, 0.786328125 
1504008517.374782, 0.728, 0.667, 1.560, 1.534, 8, 17.375, 0.812109375 
1504008518.294863, 0.709, 0.754, 1.476, 1.473, 0, 17.375, 0.786328125 
1504008519.214770, 0.648, 0.735, 1.627, 1.605, 96, 17.375, 0.8185546875 
1504008520.134587, 0.838, 0.854, 1.560, 1.518, 52, 17.375, 0.79921875 
1504008521.054545, 0.780, 0.709, 1.544, 1.518, 96, 17.375, 0.7798828125 
1504008521.974547, 0.751, 0.822, 1.502, 1.492, 116, 17.437, 0.812109375 
1504008522.894535, 0.735, 0.802, 1.473, 1.473, 96, 17.375, 0.812109375 
1504008523.814875, 0.709, 0.831, 1.550, 1.550, 64, 17.375, 0.82177734375 
1504008524.734865, 0.006, 0.184, 1.473, 1.476, 96, 17.375, 0.812109375 
1504008525.654838, 0.922, 0.822, 1.540, 1.550, 95, 17.375, 0.82822265625 
1504008526.574805, 0.802, 0.709, 1.473, 1.473, 96, 17.437, 0.7798828125 
1504008527.494790, 0.677, 0.767, 1.508, 1.518, 100, 17.437, 0.79921875 
1504008528.414842, 0.677, 0.831, 1.473, 1.470, 0, 17.437, 0.812109375 
1504008529.334810, 0.831, 0.677, 1.579, 1.579, 96, 17.437, 0.8314453125 
1504008530.254806, 0.777, 0.838, 1.550, 1.560, 123, 17.437, 0.82177734375 
1504008531.174852, 0.664, 0.648, 1.492, 1.470, 104, 17.437, 0.7798828125 
1504008532.094836, 0.754, 0.857, 1.518, 1.518, 50, 17.437, 0.82177734375 
1504008533.014814, 0.026, 0.203, 1.492, 1.473, 104, 17.437, 0.82177734375 
1504008533.934780, 0.957, 0.883, 1.547, 1.547, 105, 17.437, 0.8314453125 
1504008534.854843, 0.754, 0.802, 1.476, 1.470, 104, 17.437, 0.7798828125 
1504008535.774771, 0.709, 0.857, 1.511, 1.511, 94, 17.437, 0.8185546875 
1504008536.694848, 0.693, 0.715, 1.492, 1.502, 104, 17.437, 0.79921875 
1504008537.614820, 0.838, 0.799, 1.534, 1.502, 47, 17.437, 0.80244140625 
1504008538.534835, 0.812, 0.880, 1.560, 1.553, 128, 17.437, 0.8185546875 
1504008539.454791, 0.677, 0.751, 1.534, 1.518, 104, 17.437, 0.812109375 
1504008540.374770, 1.502, 0.883, 1.534, 1.550, 43, 17.437, 0.80244140625 
1504008541.304861, 0.193, 0.751, 1.534, 1.534, 104, 17.437, 0.812109375 
1504008542.224805, 0.851, 0.857, 1.553, 1.553, 94, 17.437, 0.8185546875 
1504008543.144820, 0.786, 0.831, 1.511, 1.502, 104, 17.437, 0.79921875 
1504008544.064759, 0.883, 0.883, 1.502, 1.502, 0, 17.437, 0.812109375 
1504008544.984820, 0.151, 0.709, 1.476, 1.502, 104, 17.437, 0.812109375 
1504008545.904845, 1.028, 0.873, 1.540, 1.492, 21, 17.437, 0.812109375 
1504008546.824844, 0.838, 0.889, 1.473, 1.473, 104, 17.437, 0.79921875 
1504008547.744821, 0.915, 0.838, 1.579, 1.502, 82, 17.437, 0.80244140625 
1504008548.664846, 0.880, 0.822, 1.473, 1.473, 128, 17.437, 0.812109375 
1504008549.584965, 0.915, 0.838, 1.560, 1.563, 104, 17.437, 0.8185546875 
1504008550.504832, 0.645, 0.883, 1.534, 1.508, 20, 17.437, 0.79921875 
1504008551.424854, 0.751, 0.171, 1.492, 1.473, 104, 17.437, 0.7798828125 
1504008552.344813, 0.922, 0.857, 1.534, 1.534, 104, 17.437, 0.8185546875 
1504008553.264824, 0.728, 0.777, 1.473, 1.492, 104, 17.437, 0.80244140625 
1504008554.184788, 0.203, 0.880, 1.518, 1.544, 128, 17.437, 0.812109375 
1504008555.104945, 0.812, 0.838, 1.476, 1.470, 104, 17.437, 0.812109375 
1504008556.024805, 0.715, 0.854, 1.511, 1.502, 9, 17.437, 0.8185546875 
1504008556.944809, 0.184, 0.831, 1.553, 1.534, 104, 17.437, 0.79921875 
1504008557.864789, 0.857, 0.828, 1.553, 1.553, 57, 17.437, 0.812109375 
1504008558.784835, 0.748, 0.838, 1.605, 1.576, 128, 17.437, 0.82177734375 
1504008559.704839, 0.883, 0.812, 1.492, 1.540, 104, 17.437, 0.80244140625 
1504008560.624786, 1.518, 0.883, 1.511, 1.502, 83, 17.437, 0.812109375 
1504008561.564813, 0.677, 0.838, 1.476, 1.476, 104, 17.437, 0.82177734375 
1504008562.484832, 0.777, 0.915, 1.502, 1.508, 68, 17.437, 0.8314453125 
1504008563.404885, 1.005, 0.851, 1.508, 1.502, 104, 17.437, 0.812109375 
1504008564.324792, 0.838, 0.889, 1.502, 1.534, 0, 17.437, 0.837890625 
1504008565.244802, 0.042, 0.648, 1.492, 1.476, 112, 17.437, 0.812109375 
1504008566.164757, 0.935, 0.935, 1.508, 1.492, 74, 17.437, 0.82177734375 
1504008567.084820, 0.161, 0.812, 1.534, 1.492, 112, 17.437, 0.82177734375 
1504008568.004820, 0.986, 0.893, 1.547, 1.492, 21, 17.437, 0.812109375 
1504008568.924817, 0.777, 0.822, 1.492, 1.473, 0, 17.437, 0.82177734375 
1504008569.844748, 0.738, 0.686, 1.579, 1.602, 112, 17.437, 0.85078125 
1504008570.777739, 1.009, 0.941, 1.502, 1.502, 75, 17.437, 0.8185546875 
1504008571.704860, 0.110, 0.738, 1.473, 1.473, 112, 17.437, 0.7798828125 
1504008572.624595, 0.812, 0.944, 1.534, 1.511, 66, 17.437, 0.812109375 
1504008573.544846, 0.677, 0.802, 1.473, 1.470, 112, 17.437, 0.80244140625 
1504008574.464802, 0.873, 0.915, 1.534, 1.560, 128, 17.437, 0.812109375 
1504008575.384836, 0.822, 0.915, 1.476, 1.502, 112, 17.437, 0.82822265625 
1504008576.304840, 0.857, 0.889, 1.502, 1.511, 21, 17.437, 0.837890625 
1504008577.224842, 0.822, 0.877, 1.534, 1.502, 112, 17.437, 0.812109375 
1504008578.144833, 0.944, 0.928, 1.502, 1.508, 112, 17.437, 0.8185546875 
1504008579.064873, 0.838, 0.883, 1.492, 1.476, 112, 17.437, 0.82177734375 
1504008579.984787, 1.018, 0.854, 1.544, 1.518, 112, 17.437, 0.82177734375 
1504008580.904791, 0.802, 0.899, 1.473, 1.476, 120, 17.437, 0.812109375 
1504008581.824829, 0.883, 0.854, 1.550, 1.560, 112, 17.437, 0.85078125 
1504008582.744811, 1.511, 0.922, 1.502, 1.492, 119, 17.437, 0.837890625 
1504008583.664852, 1.502, 0.854, 1.550, 1.550, 112, 17.437, 0.82177734375 
1504008584.584782, 0.767, 0.922, 1.560, 1.560, 128, 17.437, 0.82822265625 
1504008585.504883, 1.470, 0.873, 1.550, 1.553, 112, 17.437, 0.837890625 
1504008586.424788, 0.780, 0.899, 1.518, 1.502, 12, 17.437, 0.812109375 
1504008587.344848, 0.097, 0.677, 1.492, 1.476, 112, 17.437, 0.80244140625 
1504008588.264789, 0.931, 0.873, 1.534, 1.550, 63, 17.437, 0.82822265625 
1504008589.184853, 0.728, 0.802, 1.473, 1.492, 112, 17.437, 0.812109375 
1504008590.104811, 1.009, 0.770, 1.553, 1.511, 112, 17.437, 0.812109375 
1504008591.024758, 0.748, 0.915, 1.473, 1.470, 80, 17.437, 0.8314453125 
1504008591.944804, 0.725, 0.802, 1.473, 1.473, 112, 17.437, 0.82177734375 
1504008592.864845, 0.935, 0.915, 1.511, 1.508, 5, 17.500, 0.8314453125 
1504008593.784844, 0.719, 0.203, 1.637, 1.637, 112, 17.500, 0.837890625 
1504008594.704821, 0.922, 0.915, 1.540, 1.502, 0, 17.500, 0.8185546875 
1504008595.624833, 0.151, 0.677, 1.508, 1.534, 112, 17.500, 0.812109375 
1504008596.544785, 0.780, 0.915, 1.544, 1.492, 100, 17.437, 0.8185546875 
1504008597.464834, 0.819, 0.877, 1.560, 1.550, 112, 17.437, 0.8185546875 
1504008598.384767, 0.831, 0.851, 1.553, 1.553, 54, 17.437, 0.84111328125 
1504008599.304877, 0.873, 0.935, 1.550, 1.534, 120, 17.437, 0.8314453125 
1504008600.225001, 0.893, 0.851, 1.576, 1.563, 120, 17.437, 0.85078125 
1504008601.144783, 0.915, 0.960, 1.492, 1.473, 57, 17.437, 0.80244140625 
1504008602.064803, 0.000, 0.203, 1.473, 1.470, 120, 17.437, 0.79921875 
1504008602.984785, 0.976, 0.976, 1.534, 1.502, 7, 17.437, 0.80244140625 
1504008603.904855, 0.654, 0.184, 1.644, 1.644, 120, 17.437, 0.812109375 
1504008604.824771, 1.518, 0.973, 1.518, 1.508, 0, 17.500, 0.812109375 
1504008605.744836, 0.735, 0.677, 1.579, 1.605, 120, 17.437, 0.837890625 
1504008606.664836, 0.851, 0.941, 1.579, 1.576, 28, 17.500, 0.8314453125 
1504008607.584847, 0.812, 0.812, 1.476, 1.473, 120, 17.437, 0.78955078125 
1504008608.504829, 0.883, 0.941, 1.502, 1.511, 21, 17.500, 0.82822265625 
1504008609.424844, 0.857, 0.854, 1.473, 1.476, 120, 17.500, 0.812109375 
1504008610.344819, 0.828, 0.822, 1.534, 1.550, 120, 17.500, 0.8314453125 
1504008611.264810, 0.899, 0.957, 1.502, 1.508, 105, 17.500, 0.82177734375 
1504008612.184828, 1.005, 0.802, 1.563, 1.563, 120, 17.500, 0.8314453125 
1504008613.104847, 1.009, 0.960, 1.544, 1.492, 46, 17.500, 0.82822265625 
1504008614.024812, 0.068, 0.699, 1.611, 1.605, 120, 17.500, 0.82177734375 
1504008614.944792, 0.880, 0.976, 1.563, 1.560, 128, 17.500, 0.8314453125 
1504008615.864815, 0.770, 0.828, 1.476, 1.473, 120, 17.500, 0.812109375 
1504008616.784786, 1.009, 0.957, 1.560, 1.560, 31, 17.500, 0.8185546875 
1504008617.704868, 0.780, 0.831, 1.518, 1.553, 120, 17.500, 0.84111328125 
1504008618.624739, 1.511, 0.944, 1.553, 1.534, 119, 17.500, 0.82822265625 
1504008619.544848, 0.709, 0.915, 1.473, 1.470, 120, 17.500, 0.82822265625 
1504008620.464791, 0.751, 0.899, 1.534, 1.544, 120, 17.500, 0.8185546875 
1504008621.384771, 1.473, 0.957, 1.492, 1.457, 111, 17.500, 0.812109375 
1504008622.304866, 0.819, 0.735, 1.550, 1.560, 120, 17.500, 0.82822265625 
1504008623.224768, 1.576, 0.976, 1.563, 1.511, 5, 17.500, 0.8314453125 
1504008624.144812, 0.119, 0.110, 1.647, 1.647, 120, 17.500, 0.85400390625 
1504008625.064599, 0.944, 0.957, 1.492, 1.511, 0, 17.500, 0.8314453125 
1504008625.984545, 0.132, 0.677, 1.560, 1.550, 120, 17.500, 0.82177734375 
1504008626.904519, 0.935, 0.957, 1.576, 1.560, 99, 17.500, 0.8314453125 
1504008627.824526, 0.802, 0.786, 1.457, 1.473, 120, 17.500, 0.812109375 
1504008628.744757, 1.473, 0.944, 1.511, 1.492, 92, 17.500, 0.82822265625 
1504008629.664822, 0.200, 0.860, 1.492, 1.473, 120, 17.500, 0.812109375 
1504008630.584797, 0.960, 0.822, 1.547, 1.544, 120, 17.500, 0.812109375 
1504008631.504774, 1.028, 0.973, 1.511, 1.550, 8, 17.500, 0.82822265625 
1504008632.424784, 0.110, 0.648, 1.473, 1.470, 120, 17.500, 0.79921875 
1504008633.344805, 1.511, 1.005, 1.511, 1.502, 21, 17.500, 0.82177734375 
1504008634.264822, 0.632, 0.709, 1.576, 1.560, 128, 17.500, 0.8185546875 
1504008635.184773, 1.647, 1.018, 1.560, 1.563, 0, 17.500, 0.85078125 
1504008636.104858, 0.931, 0.819, 1.560, 1.534, 128, 17.500, 0.8314453125 
1504008637.024803, 0.957, 1.018, 1.534, 1.502, 121, 17.500, 0.82822265625 
1504008637.944849, 0.184, 0.851, 1.492, 1.457, 128, 17.500, 0.812109375 
1504008638.864787, 1.476, 0.941, 1.534, 1.563, 8, 17.500, 0.8572265625 
1504008639.784828, 0.870, 0.925, 1.476, 1.473, 128, 17.500, 0.8314453125 
1504008640.704915, 0.838, 0.851, 1.563, 1.576, 128, 17.500, 0.837890625 
1504008641.624760, 0.993, 1.018, 1.492, 1.534, 78, 17.500, 0.837890625 
1504008642.544784, 0.754, 0.812, 1.579, 1.560, 128, 17.500, 0.84111328125 
1504008643.464813, 1.518, 1.450, 1.511, 1.492, 113, 17.500, 0.8314453125 
1504008644.384813, 0.857, 0.857, 1.473, 1.473, 128, 17.500, 0.80244140625 
1504008645.304827, 1.511, 1.018, 1.560, 1.553, 0, 17.500, 0.8314453125 
1504008646.224833, 0.116, 0.777, 1.476, 1.502, 128, 17.500, 0.82177734375 
1504008647.144824, 1.473, 1.018, 1.511, 1.534, 112, 17.500, 0.8314453125 
1504008648.064835, 0.735, 0.889, 1.553, 1.534, 128, 17.500, 0.82177734375 
1504008648.984773, 0.851, 0.925, 1.560, 1.560, 13, 17.500, 0.82177734375 
1504008649.904881, 0.751, 0.922, 1.595, 1.605, 128, 17.500, 0.82177734375 
1504008650.824784, 0.709, 0.728, 1.560, 1.579, 128, 17.500, 0.82822265625 
1504008651.744950, 0.922, 1.450, 1.508, 1.502, 98, 17.500, 0.79921875 
1504008652.664820, 0.799, 0.751, 1.573, 1.576, 128, 17.500, 0.80244140625 
1504008653.584758, 0.931, 1.028, 1.511, 1.502, 100, 17.500, 0.82177734375 
1504008654.504852, 0.699, 0.812, 1.492, 1.473, 128, 17.500, 0.82177734375 
1504008655.424766, 1.450, 1.018, 1.560, 1.560, 0, 17.500, 0.8314453125 
1504008656.344803, 0.693, 0.777, 1.473, 1.470, 128, 17.500, 0.80244140625 
1504008657.264825, 0.931, 1.009, 1.518, 1.502, 49, 17.500, 0.8314453125 
1504008658.184849, 0.944, 0.883, 1.511, 1.492, 128, 17.500, 0.812109375 
1504008659.104853, 1.492, 0.857, 1.605, 1.534, 22, 17.500, 0.812109375 
1504008660.024818, 0.777, 0.899, 1.492, 1.476, 128, 17.500, 0.8185546875 
1504008660.944780, 0.857, 0.773, 1.624, 1.605, 128, 17.500, 0.8314453125 
1504008661.864835, 0.915, 1.028, 1.544, 1.534, 39, 17.500, 0.80244140625 
1504008662.784818, 0.026, 0.677, 1.492, 1.470, 128, 17.500, 0.80244140625 
1504008663.704878, 1.476, 1.009, 1.547, 1.560, 51, 17.500, 0.82177734375 
1504008664.624859, 0.735, 0.699, 1.560, 1.563, 128, 17.500, 0.8314453125 
1504008665.554858, 1.457, 1.028, 1.508, 1.502, 128, 17.500, 0.8185546875 
1504008666.474866, 0.719, 0.831, 1.502, 1.492, 128, 17.500, 0.8185546875 
1504008667.394829, 0.941, 0.944, 1.511, 1.518, 128, 17.500, 0.82177734375 
